NCT Number,Title,Status,Gender,Phases,Enrollment,Locations,URL
NCT04470427,"A Study to Evaluate Efficacy, Safety, and Immunogenicity of mRNA-1273 Vaccine in Adults Aged 18 Years and Older to Prevent COVID-19","Active, not recruiting",All,Phase 3,30420,"Ascension St. Vincent Birmingham, Birmingham, Alabama, United States|Synexus Clinical Research US, Inc. - Birmingham, Birmingham, Alabama, United States|Hope Research Institute, Chandler, Arizona, United States|Synexus Clinical Research US, Inc. - Phoenix West, Glendale, Arizona, United States|Hope Research Institute, Peoria, Arizona, United States|Hope Research Institute, Phoenix, Arizona, United States|Quality of Life Medical and Research Center, Tucson, Arizona, United States|Baptist Health Center for Clinical Research, Little Rock, Arkansas, United States|Advanced Clinical Research - Rancho Paseo, Banning, California, United States|University of California San Diego, La Jolla, California, United States|eStudySite - La Mesa, La Mesa, California, United States|UCLA Vine Street Clinic CRS, Los Angeles, California, United States|VA Greater Los Angeles Healthcare (veterans only), Los Angeles, California, United States|Paradigm Clinical Research Institute Inc, Redding, California, United States|Benchmark Research - Sacramento, Sacramento, California, United States|Medical Center For Clinical Research - M3 Wake Research, San Diego, California, United States|University of Colorado Hospital, Aurora, Colorado, United States|Lynn Institute of The Rockies, Colorado Springs, Colorado, United States|George Washington University, Washington, District of Columbia, United States|Accel Research Site, DeLand, Florida, United States|Research Centers of America, Hollywood, Florida, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|Synexus - Optimal Research - Melbourne, Melbourne, Florida, United States|Suncoast Research Group, Miami, Florida, United States|University of Miami, Miami, Florida, United States|Synexus Clinical Research US, Inc. - Orlando, Orlando, Florida, United States|Palm Beach Research Center, West Palm Beach, Florida, United States|Grady Health System, Atlanta, Georgia, United States|Children's Healthcare of Atlanta, Atlanta, Georgia, United States|Hope Clinic of The Emory Vaccine Center, Decatur, Georgia, United States|Meridian Clinical Research, Savannah, Georgia, United States|Clinical Research Atlanta, Stockbridge, Georgia, United States|Synexus Clinical Research US, Inc. - Chicago, Chicago, Illinois, United States|UIC Project WISH CRS, Chicago, Illinois, United States|University of Chicago-Hospital, Chicago, Illinois, United States|Johnson County Clin-Trials, Lenexa, Kansas, United States|Alliance for Multispecialty Research, Newton, Kansas, United States|Alliance for Multispecialty Research- East Wichita, Wichita, Kansas, United States|Meridian Clinical Research, Baton Rouge, Louisiana, United States|Benchmark Research - Metairie, Metairie, Louisiana, United States|University of Maryland School of Medicine, Baltimore, Maryland, United States|Synexus - Optimal Research - Rockville, Rockville, Maryland, United States|Meridian Clinical Research, Rockville, Maryland, United States|Brigham and Women's Hospital, Boston, Massachusetts, United States|Henry Ford Health System, Detroit, Michigan, United States|MediSync Clinical Research Hattiesburg Clinic, Petal, Mississippi, United States|Saint Louis University, Saint Louis, Missouri, United States|Sundance Clinical Research, Saint Louis, Missouri, United States|Meridian Clinical Research, Grand Island, Nebraska, United States|Meridian Clinical Research, Norfolk, Nebraska, United States|Meridian Clinical Research, Omaha, Nebraska, United States|Clinical Research Center of Nevada, Las Vegas, Nevada, United States|AB Clinical Trials, Las Vegas, Nevada, United States|Hackensack University Medical Center, Hackensack, New Jersey, United States|New Jersey Medical School, Newark, New Jersey, United States|Meridian Clinical Research, Binghamton, New York, United States|Weill Cornell Chelsea - (CRS), New York, New York, United States|Weill Cornell Medical College, New York, New York, United States|University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|Tryon Medical Partners, Charlotte, North Carolina, United States|Carolina Institute for Clinical Research - M3 Wake Research, Fayetteville, North Carolina, United States|M3 Wake Research, Inc - M3 Wake, Raleigh, North Carolina, United States|Trial Management Associates, Wilmington, North Carolina, United States|Wake Forest University Health Sciences, Winston-Salem, North Carolina, United States|Synexus Clinical Research US, Inc. - Cincinnati, Cincinnati, Ohio, United States|New Horizons Clinical Research, Cincinnati, Ohio, United States|Cincinnati CRS, Cincinnati, Ohio, United States|Rapid Medical Research Inc, Cleveland, Ohio, United States|Lynn Health Science Institute, Oklahoma City, Oklahoma, United States|Crisor, Medford, Oregon, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States|UPMC University Center, Pittsburgh, Pennsylvania, United States|Keystone VitaLink Research, Anderson, South Carolina, United States|Keystone VitaLink Research - Greenville, Greenville, South Carolina, United States|Coastal Carolina Research Center, Mount Pleasant, South Carolina, United States|Keystone VitaLink Research - Spartanburg, Spartanburg, South Carolina, United States|Meridian Clinical Research, Dakota Dunes, South Dakota, United States|WR-ClinSearch, Chattanooga, Tennessee, United States|Alliance for Multispecialty Research, Knoxville, Tennessee, United States|Vanderbilt University Medical Center, Medical Arts Building, Nashville, Tennessee, United States|Vanderbilt University Medical Center, Medical Center North, Nashville, Tennessee, United States|Benchmark Research - Austin, Austin, Texas, United States|Synexus - Optimal Research - Austin, Austin, Texas, United States|Tekton Research, Austin, Texas, United States|Advanced Clinical Research - Be Well MD, Cedar Park, Texas, United States|Global Medical Research - M3 Wake Research, Dallas, Texas, United States|Synexus Clinical Research US, Inc. - Dallas, Dallas, Texas, United States|Benchmark Research - Fort Worth, Fort Worth, Texas, United States|University of Texas Medical Branch at Galveston, Galveston, Texas, United States|Baylor College of Medicine, Houston, Texas, United States|DM Clinical Research - Texas Center For Drug Development, Houston, Texas, United States|Laguna Clinical Research, Laredo, Texas, United States|Centex Studies, McAllen, Texas, United States|Benchmark Research - San Angelo, San Angelo, Texas, United States|Clinical Trials of Texas, Inc, San Antonio, Texas, United States|DM Clinical Research, Tomball, Texas, United States|Synexus Clinical Research US, Inc. - Salt Lake City, Murray, Utah, United States|Foothill Family Clinic - North, Salt Lake City, Utah, United States|Foothill Family Clinic-South Clinic, Salt Lake City, Utah, United States|Kaiser Permanente - Seattle, Seattle, Washington, United States",https://ClinicalTrials.gov/show/NCT04470427
NCT04470544,Camostat Mesilate Treating Patients With Hospitalized Patients With COVID-19,Recruiting,All,Phase 2,264,"Mayo Clinic in Arizona, Scottsdale, Arizona, United States|Tucson Medical Center, Tucson, Arizona, United States|Mayo Clinic in Florida, Jacksonville, Florida, United States",https://ClinicalTrials.gov/show/NCT04470544
NCT04470622,Aprepitant Injectable Emulsion in Patients With COVID-19 (GUARDS-1),Recruiting,All,Phase 2,100,"Helen Keller Hospital, Sheffield, Alabama, United States|University of California, Irvine Medical Center, Orange, California, United States|Yale University School of Medicine, New Haven, Connecticut, United States|Stony Brook University Hospital, Stony Brook, New York, United States|Memorial Hermann - Memorial City Medical Center, Houston, Texas, United States|Ponce Medical School Foundation, Ponce, Puerto Rico",https://ClinicalTrials.gov/show/NCT04470622
NCT04470999,Changes in Cellular Immune Profile During COVID-19 Infection,Recruiting,All,Not Applicable,25,"Seraph Research Institute, Los Angeles, California, United States",https://ClinicalTrials.gov/show/NCT04470999
NCT04471051,An Observational Cohort Trial of Outcomes and Antibody Responses Following Treatment With COVID19 Convalescent Plasma in Hospitalized COVID-19 Patients,Recruiting,All,,150,"Children's Hospital Colorado, Aurora, Colorado, United States|University of Colorado Hospital, Aurora, Colorado, United States|UCHealth Memorial Hospital North, Colorado Springs, Colorado, United States|Denver Health Medical Center, Denver, Colorado, United States|UCHealth Poudre Valley Hospital, Fort Collins, Colorado, United States|UCHealth Highlands Ranch Hospital, Highlands Ranch, Colorado, United States",https://ClinicalTrials.gov/show/NCT04471051
NCT04472494,Study of Abatacept in the Treatment of Hospitalized COVID-19 Participants With Respiratory Compromise,Recruiting,All,Phase 2,129,"Norton Infectious Disease Institute, Louisville, Kentucky, United States|Local Institution, Boston, Massachusetts, United States|Local Institution, Boston, Massachusetts, United States|Atlantic Health System, Morristown, New Jersey, United States|Local Institution, New Brunswick, New Jersey, United States|Local Institution, Dallas, Texas, United States|Local Institution, Guaynabo, Puerto Rico|Local Institution, Monterrey Ponce, Puerto Rico|Local Institution, San Juan, Puerto Rico",https://ClinicalTrials.gov/show/NCT04472494
NCT04472572,Expanded Access to Convalescent Plasma for Treatment of COVID-19,Available,All,,,"Hackensack University Medical Center, Hackensack, New Jersey, United States",https://ClinicalTrials.gov/show/NCT04472572
NCT04472611,Colchicine/Statins for the Prevention of COVID-19 Complications (COLSTAT) Trial,Recruiting,All,Phase 3,466,"Bridgeport Hospital, Bridgeport, Connecticut, United States|Greenwich Hospital, Greenwich, Connecticut, United States|Yale New Haven Hosptial System, New Haven, Connecticut, United States|Lawrence & Memorial Hospital, New London, Connecticut, United States",https://ClinicalTrials.gov/show/NCT04472611
NCT04472728,Testing the Efficacy and Safety of BIO101 for the Prevention of Respiratory Deterioration in COVID-19 Patients,Recruiting,All,Phase 2|Phase 3,310,"Abrazo Health, Phoenix, Arizona, United States|University of California, Irvine, Irvine, California, United States|Barnum Medical Research, Inc. 1029 Keyser Ave Suite H, Natchitoches, Louisiana, United States|Beaumont Health, Royal Oak, Michigan, United States|United Health Services Hospitals, Johnson City, New York, United States|WellSpan Health, York, Pennsylvania, United States|CHU Saint-Pierre, Brussels, Belgium|CHU Saint-Pierre, Brussel, Belgium|AZ-Sint Maarten, Mechelen, Belgium|CHU CLU Namur (Saint-Elisabeth) Place Louise Godin, Namur, Belgium|Hospital Vera Cruz, Belo Horizonte, Minas Gerais, Brazil|Santa Casa de Porto Alegre, Porto Alegre, Rio Grande Do Sul, Brazil|Hospital Municipal de Barueri Dr. Francisco Moran, Barueri, São Paulo, Brazil|Hospital e Maternidade Celso Pierro - PUCCAMP, Campinas, São Paulo, Brazil|Hospital de Base Da Faculdade de Medicina de São José Do Rio Preto, São José Do Rio Preto, São Paulo, Brazil|Avenida Dr. Enéas de Carvalho Aguiar, 44 - Centro de Pesquisa Clínica Prof. Dr. Fúlvio Pileggi - Bloco 1 - 1º Andar, São Paulo, Brazil|Unité ambulatoire Service de Pneumologie, Médecine Intensive et Réanimation (SPMIR) 47-83 Boulevard de l'Hôpital, Paris, Paris Cedex 13, France|Centre Hospitalier Argenteuil, Argenteuil, France|Centre Hospitalier Universitaire Bordeaux, Bordeaux, France|Centre Hospitalier Rene Dubos, Cergy-Pontoise, France|Centre Hospitalier Départemental de Vendée, La Roche-sur-Yon, France|Hôpital Pitié-Salpêtrière, 47 bd de l'Hôpital, 75013 Paris, Paris, France|FDI Clinical Research - San Juan City Hospital, San Juan, Puerto Rico",https://ClinicalTrials.gov/show/NCT04472728
NCT04472793,Repeated Employee Testing for Understanding Our Recovery to Normal,Recruiting,All,,200,"Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States",https://ClinicalTrials.gov/show/NCT04472793
NCT04473183,Epidemiologic Assessment of SARS-CoV-2 (COVID-19) Prevalence in Minnesota,Recruiting,All,,3000,"University of Minnesota, Minneapolis, Minnesota, United States",https://ClinicalTrials.gov/show/NCT04473183
NCT04473274,"GlitazOne Treatment for Coronavirus HypoxiA, a Safety and Tolerability Open Label With Matching Cohort Pilot Study",Completed,All,Phase 4,10,"Good Samaritan Hospital Corvallis, Corvallis, Oregon, United States",https://ClinicalTrials.gov/show/NCT04473274
NCT04473599,Stay Well at Home: a Text-messaging Study Social Distancing,Recruiting,All,Not Applicable,200,"University of California Berkeley, Berkeley, California, United States",https://ClinicalTrials.gov/show/NCT04473599
NCT04473690,KBP-201 COVID-19 Vaccine Trial in Healthy Volunteers,Recruiting,All,Phase 1|Phase 2,180,"Velocity Clinical Research, Meridian, Idaho, United States|PMG Research of Winston-Salem, Winston-Salem, North Carolina, United States|PanAmerican Clinical Research, Brownsville, Texas, United States|ICON, San Antonio, Texas, United States|DM Clinical Research, Tomball, Texas, United States",https://ClinicalTrials.gov/show/NCT04473690
NCT04474288,The COVID-19 PUI Reality Check (CPRC) Study,Recruiting,All,,400,"Bassett Medical Center, Cooperstown, New York, United States",https://ClinicalTrials.gov/show/NCT04474288
NCT04474301,Well-Being and Health-Related Quality of Life in Melanoma Patients During COVID-19 Pandemic,Recruiting,All,,1152,"M D Anderson Cancer Center, Houston, Texas, United States",https://ClinicalTrials.gov/show/NCT04474301
NCT04474483,Safety and Efficacy of Melatonin in Outpatients Infected With COVID-19,Recruiting,All,Phase 2,30,"University at Buffalo, Buffalo, New York, United States",https://ClinicalTrials.gov/show/NCT04474483
NCT04474496,Impact of COVID-19 on Marshallese Communities in the U.S.,Completed,All,,120,"University of Arkansas for Medical Sciences Northwest, Fayetteville, Arkansas, United States",https://ClinicalTrials.gov/show/NCT04474496
NCT04476589,Prognostication of Recovery in Early Disorders of Consciousness After COVID-19,Recruiting,All,,100,"Massachusetts General Hospital, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04476589
NCT04476602,Ambulatory Management of Moderate to High Risk COVID-19 (SARS-CoV-2) Patients - The Coronavirus Related Outpatient Work Navigators (CROWN) Protocol,Recruiting,All,,500,"410 Lakeville Road, Suite 107, New Hyde Park, New York, United States",https://ClinicalTrials.gov/show/NCT04476602
NCT04476914,Stress Related Disorders in Family Members of COVID-19 Patients Admitted to the ICU,Recruiting,All,,250,"Eastern Colorado Veterans Affairs Health Care System, University Of Colorado, Aurora, Colorado, United States|University of Colorado Hospital, Aurora, Colorado, United States|Tulane Medical Center, New Orleans, Louisiana, United States|Brigham and Women's Medical Center, Boston, Massachusetts, United States|South Shore Medical Center, Weymouth, Massachusetts, United States|Columbia Milstein and Allen Hospitals, New York, New York, United States|Penn State Hershey Milton S Hershey Medical Center, Hershey, Pennsylvania, United States|University of Vermont Medical Center, Burlington, Vermont, United States|University of Washington, Seattle, Washington, United States",https://ClinicalTrials.gov/show/NCT04476914
NCT04476940,COVID-19 Breastfeeding Guideline for African-Americans,Not yet recruiting,Female,Not Applicable,200,"Meharry Medical College, Nashville, Tennessee, United States",https://ClinicalTrials.gov/show/NCT04476940
NCT04476953,COVID-FISETIN: Pilot in SARS-CoV-2 of Fisetin to Alleviate Dysfunction and Inflammation,Enrolling by invitation,All,Phase 2,70,"Mayo Clinic in Rochester, Rochester, Minnesota, United States",https://ClinicalTrials.gov/show/NCT04476953
NCT04477642,Abatacept for Patients With COVID-19 and Respiratory Distress,Withdrawn,All,Phase 1|Phase 2,0,"Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Boston Children's Hospital, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04477642
NCT04477889,Methodist Health System COVID-19 Patient Registry,Recruiting,All,,500,"Clinical Research Institute Methodist Health System, Dallas, Texas, United States",https://ClinicalTrials.gov/show/NCT04477889
NCT04477902,Long-Term Experience and Health Effects of COVID-19,Suspended,All,,50000,"Altura, Mission Viejo, California, United States",https://ClinicalTrials.gov/show/NCT04477902
NCT04478019,SHIELD Study: Using Naso-oropharyngeal Antiseptic Decolonization to Reduce COVID-19 Viral Shedding,Recruiting,All,Early Phase 1,250,"University of Wisconsin-Madison, Madison, Wisconsin, United States",https://ClinicalTrials.gov/show/NCT04478019
